t_s,P_acc_pa,P_act_pa
0.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
5.000000000000000000e-01,1.032333205151907052e+06,1.032333205110804760e+06
1.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
1.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
2.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
2.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
3.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
3.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
4.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
4.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
5.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
5.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
6.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
6.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
7.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
7.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
8.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
8.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
9.000000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
9.500000000000000000e+00,1.032333205151907052e+06,1.032333205110804760e+06
1.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
2.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
3.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
4.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
5.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
6.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
7.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
8.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.000000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.050000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.100000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.150000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.200000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.250000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.300000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.350000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.400000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.450000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.500000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.550000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.600000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.650000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.700000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.750000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.800000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.850000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.900000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
9.950000000000000000e+01,1.032333205151907052e+06,1.032333205110804760e+06
1.000000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.005000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.010000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.015000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.020000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.025000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.030000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.035000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.040000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.045000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.050000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.055000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.060000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.065000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.070000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.075000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.080000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.085000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.090000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.095000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.100000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.105000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.110000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.115000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.120000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.125000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.130000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.135000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.140000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.145000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.150000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.155000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.160000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.165000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.170000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.175000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.180000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.185000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.190000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.195000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.200000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.205000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.210000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.215000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.220000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.225000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.230000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.235000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.240000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.245000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.250000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.255000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.260000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
1.265000000000000000e+02,1.032333205151907052e+06,1.032333205110804760e+06
